"filename", "language", "GDResource", "GDScript", "gdshader", "GDScene", "Markdown", "JSON", "XML", "Shell Script", "Properties", "C#", "comment", "blank", "total"
"d:\Programming\Godot\Astra\.godot\editor\WallTileMap.gd-folding-682eb2fa985816eb647bc044cb9a9699.cfg", "Properties", 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 2, 4
"d:\Programming\Godot\Astra\.godot\editor\WallTileMap.tres-folding-41cf18f38222391ee280fabdcfb3de74.cfg", "Properties", 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 2, 4
"d:\Programming\Godot\Astra\.godot\editor\World.gd-folding-f932007e106ee72380b191d965152654.cfg", "Properties", 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 2, 4
"d:\Programming\Godot\Astra\.godot\editor\break.mp3-5630d015df923f09fda05954fe9e110c.mp3str-folding-51560ae667e9d5a1b2e0c9d35fe53994.cfg", "Properties", 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 2, 4
"d:\Programming\Godot\Astra\.godot\editor\builder.tres-folding-4ef7d0d9ccc2729ceb0b0608aee07ed5.cfg", "Properties", 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 2, 4
"d:\Programming\Godot\Astra\.godot\editor\bus_layout.tres-folding-a5c5573606fcef89fa326b70fc16116f.cfg", "Properties", 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 2, 4
"d:\Programming\Godot\Astra\.godot\editor\canon.tscn-editstate-3839457c7854cb96aac3af388c8cecea.cfg", "Properties", 0, 0, 0, 0, 0, 0, 0, 0, 174, 0, 0, 2, 176
"d:\Programming\Godot\Astra\.godot\editor\canon.tscn-folding-3839457c7854cb96aac3af388c8cecea.cfg", "Properties", 0, 0, 0, 0, 0, 0, 0, 0, 4, 0, 0, 2, 6
"d:\Programming\Godot\Astra\.godot\editor\connector.tres-folding-2df21ff7a4dfe1241f84f68fc103cff3.cfg", "Properties", 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 2, 4
"d:\Programming\Godot\Astra\.godot\editor\core.tres-folding-71e55a35323658a8cbd8fc88b53790a8.cfg", "Properties", 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 2, 4
"d:\Programming\Godot\Astra\.godot\editor\crt.gdshader-folding-ddfed1e8a46d7d2e434a741c7ae3a669.cfg", "Properties", 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 2, 4
"d:\Programming\Godot\Astra\.godot\editor\deploy.mp3-a90078829e75c737677510d149cad851.mp3str-folding-0dfd6dcbe67f37699d54ff4d510fb651.cfg", "Properties", 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 2, 4
"d:\Programming\Godot\Astra\.godot\editor\door.tres-folding-2eae6db186ee2085e48c4f4faad4dab1.cfg", "Properties", 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 2, 4
"d:\Programming\Godot\Astra\.godot\editor\editor_layout.cfg", "Properties", 0, 0, 0, 0, 0, 0, 0, 0, 78, 0, 0, 18, 96
"d:\Programming\Godot\Astra\.godot\editor\editor_script_doc_cache.res-folding-a7de57390d6e786984ca20c70a831128.cfg", "Properties", 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 2, 4
"d:\Programming\Godot\Astra\.godot\editor\export-002512f2e176591fb78e298d8e953eb8-Ship.scn-folding-652b8c929e651cc7978956d45933c47b.cfg", "Properties", 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 2, 4
"d:\Programming\Godot\Astra\.godot\editor\export-0b72ef3b94017dad8c82216d16e81f37-ButtonIndicator.scn-folding-c4996e7c89b6f6b0cbc4b9cec265ee4b.cfg", "Properties", 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 2, 4
"d:\Programming\Godot\Astra\.godot\editor\export-0cfa7cb97d057a3b1a9561caffad3736-NPC.scn-folding-51b0415346b3586471a49fb45c530f96.cfg", "Properties", 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 2, 4
"d:\Programming\Godot\Astra\.godot\editor\export-14729f899484ef63079d06a734959d30-floor.res-folding-2608a9b9f4867772927593b6611d35b4.cfg", "Properties", 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 2, 4
"d:\Programming\Godot\Astra\.godot\editor\export-1953a3eef18b27500aa655ca14fa7062-0.res-folding-c9992f607870c62182ac0c6734e83ed9.cfg", "Properties", 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 2, 4
"d:\Programming\Godot\Astra\.godot\editor\export-203e22fd58f6fed1013cdaaa8a3b1851-npc.res-folding-e3c56c745e4ea40c93ac99870dd4b5a1.cfg", "Properties", 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 2, 4
"d:\Programming\Godot\Astra\.godot\editor\export-20ec130576c32d58db9e2d9d6be214bf-Inventory.scn-folding-dd5af3d55aa31e196b454b06647c5c3a.cfg", "Properties", 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 2, 4
"d:\Programming\Godot\Astra\.godot\editor\export-2421b3196cb0ae8b6d02373ad5550744-Slot.scn-folding-41152e9786365d7c6a7d6c2e2d7acb75.cfg", "Properties", 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 2, 4
"d:\Programming\Godot\Astra\.godot\editor\export-29399adfb8dcffb18d7c922e2717b8ef-2.res-folding-76b1095bd172035fc55b5be88e884dce.cfg", "Properties", 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 2, 4
"d:\Programming\Godot\Astra\.godot\editor\export-2df21ff7a4dfe1241f84f68fc103cff3-connector.res-folding-4061b868c1d4fbd694ddbf596c8a291c.cfg", "Properties", 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 2, 4
"d:\Programming\Godot\Astra\.godot\editor\export-2eae6db186ee2085e48c4f4faad4dab1-door.res-folding-05d3f03fdb3d48f17967f1745ebdb94f.cfg", "Properties", 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 2, 4
"d:\Programming\Godot\Astra\.godot\editor\export-2ecd49a0fe8786e787eba1f10521c02c-Wall.scn-folding-bce93ea3876d85f1e37e14e5e8392636.cfg", "Properties", 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 2, 4
"d:\Programming\Godot\Astra\.godot\editor\export-33acebc97ef4cef6655cc45472292b37-Gum.res-folding-eb7a6c50bfd9533551f0a16649050175.cfg", "Properties", 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 2, 4
"d:\Programming\Godot\Astra\.godot\editor\export-37e5e820a2b81b6597dc2609c6e6fe40-Disk.res-folding-847fd8046bae8e9105b1e56ada194ab6.cfg", "Properties", 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 2, 4
"d:\Programming\Godot\Astra\.godot\editor\export-3d3371aabefbd015ad54385f993030c7-5.res-folding-7531c1998901a2b62bb224a019f813a7.cfg", "Properties", 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 2, 4
"d:\Programming\Godot\Astra\.godot\editor\export-40c2fe33e1d294306420af4aa7cc8065-helm.res-folding-b7aefe3a33ba91030bafb22da991238f.cfg", "Properties", 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 2, 4
"d:\Programming\Godot\Astra\.godot\editor\export-41cf18f38222391ee280fabdcfb3de74-WallTileMap.res-folding-266d3833ed7df433d9bd0ec94ff1cb9e.cfg", "Properties", 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 2, 4
"d:\Programming\Godot\Astra\.godot\editor\export-4cc19776963d59b66a34e5d17e734d87-save_file.res-folding-2d0dbbf893d04dd03925f3642d056ca7.cfg", "Properties", 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 2, 4
"d:\Programming\Godot\Astra\.godot\editor\export-4d9edee4abaa27cc5b53dbc0f7269c09-5001.res-folding-bdab1333cd9b5d04b4e1f7135fc9c9be.cfg", "Properties", 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 2, 4
"d:\Programming\Godot\Astra\.godot\editor\export-4ece428447b983528b8c2634378e0bb1-4001.res-folding-3f31839d24ec482e5277f819c448dacf.cfg", "Properties", 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 2, 4
"d:\Programming\Godot\Astra\.godot\editor\export-4ef7d0d9ccc2729ceb0b0608aee07ed5-builder.res-folding-f65a10f8698672ad71c77a869b06e19a.cfg", "Properties", 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 2, 4
"d:\Programming\Godot\Astra\.godot\editor\export-539f743074fc038c45864d8b9c365881-3.res-folding-9605d81e1ee18d3fd6334336cc8328fd.cfg", "Properties", 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 2, 4
"d:\Programming\Godot\Astra\.godot\editor\export-575022c21c14f08f3384a106fd47a8f7-test.res-folding-9611875d02245ff1f83b0a25d5809c10.cfg", "Properties", 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 2, 4
"d:\Programming\Godot\Astra\.godot\editor\export-5ff2a3dfc28f4ff53f2358e87e33d9b7-5.res-folding-073f636ddd17942d40701246af223504.cfg", "Properties", 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 2, 4
"d:\Programming\Godot\Astra\.godot\editor\export-62f7020647f9ae2774de195b39cea453-ObjectTileMap.res-folding-fa3a7d51a08b2ddcd52c62183a834d46.cfg", "Properties", 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 2, 4
"d:\Programming\Godot\Astra\.godot\editor\export-6cb79092696b70b71fb229c64f5a67c5-Settings.scn-folding-a6f77e975a3bd5a3c6d8cb9c695ac20a.cfg", "Properties", 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 2, 4
"d:\Programming\Godot\Astra\.godot\editor\export-6d4136cffc094453d83106cd3efc3b6d-Radio.res-folding-5a53fe74e985c6346c438a334c1bc20b.cfg", "Properties", 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 2, 4
"d:\Programming\Godot\Astra\.godot\editor\export-71e55a35323658a8cbd8fc88b53790a8-core.res-folding-53140a9cf25dced48474ad3e075fda27.cfg", "Properties", 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 2, 4
"d:\Programming\Godot\Astra\.godot\editor\export-74ab3a58fc1db30287d9eb7efd0feee6-NPCSprite.scn-folding-20c35f1cc5cf8b94d9261afa820fba59.cfg", "Properties", 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 2, 4
"d:\Programming\Godot\Astra\.godot\editor\export-77b71f6d85c3333714c8a4276bd1f67b-Bonbons.res-folding-206891dad502842bfd3f90bbe9972c15.cfg", "Properties", 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 2, 4
"d:\Programming\Godot\Astra\.godot\editor\export-784883ed2376644ea40226190e4e0d99-7.res-folding-1fff5725b122ac3f35c24b6fbacb54ef.cfg", "Properties", 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 2, 4
"d:\Programming\Godot\Astra\.godot\editor\export-7de0612ab66e85b1da138a63469995a7-TextBox.scn-folding-442395a5f6bfac2abce30cd05d15f213.cfg", "Properties", 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 2, 4
"d:\Programming\Godot\Astra\.godot\editor\export-80f183811d1023bac410cd87a206c0c5-Item.scn-folding-4309d64b65d60a552edc7a793b76d6f1.cfg", "Properties", 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 2, 4
"d:\Programming\Godot\Astra\.godot\editor\export-858e89ac8c955cf435153734288e61c4-Connector.scn-folding-6ce13b078945c809bcb9ec466e4f10d7.cfg", "Properties", 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 2, 4
"d:\Programming\Godot\Astra\.godot\editor\export-8650700d58cd337f9c9875a5566af334-5001.res-folding-f4fc742610c59634f5534226cee0f07d.cfg", "Properties", 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 2, 4
"d:\Programming\Godot\Astra\.godot\editor\export-8c3ae2181e9aa12b2483a6632362e446-7.res-folding-f937b7eb3b863515f88a596390a73e96.cfg", "Properties", 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 2, 4
"d:\Programming\Godot\Astra\.godot\editor\export-8ec1ce4394550eef6b399142f35b815f-Game.scn-folding-2ae9900d21a5895805702f8cf6ef3ee4.cfg", "Properties", 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 2, 4
"d:\Programming\Godot\Astra\.godot\editor\export-8f995176c669af154fc67ad928cdbdcd-wall.res-folding-7ca729f9b34e59023422de9180dc9347.cfg", "Properties", 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 2, 4
"d:\Programming\Godot\Astra\.godot\editor\export-917dc14810621d7e5696cd05d00b34ee-0.res-folding-b272a86b921db12c8f4c6d80e984f8e6.cfg", "Properties", 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 2, 4
"d:\Programming\Godot\Astra\.godot\editor\export-93bd79114e546d6d94cbf78b5b47fc83-Projectile.scn-folding-f86ca5fdf26e91b931bb07a85bdcbada.cfg", "Properties", 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 2, 4
"d:\Programming\Godot\Astra\.godot\editor\export-941873f7557abbd59368bbf14c6740f3-2.res-folding-7a14b55cbe96020a09325e0a83ad6454.cfg", "Properties", 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 2, 4
"d:\Programming\Godot\Astra\.godot\editor\export-94a6387af7382a1626f9c325667dc6e9-4.res-folding-7e567f9bcf0feebd291f5b441b0b617c.cfg", "Properties", 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 2, 4
"d:\Programming\Godot\Astra\.godot\editor\export-970d60227aa4915646e6c780be13f249-4.res-folding-806ea43d331f76612059b5a330958904.cfg", "Properties", 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 2, 4
"d:\Programming\Godot\Astra\.godot\editor\export-982c2081f9ddd5789b9419dba38f0dc0-6.res-folding-b00f0dfcd905f792678e10dca741427c.cfg", "Properties", 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 2, 4
"d:\Programming\Godot\Astra\.godot\editor\export-9d1df11f08beac2590d5ad73d4dad4a6-1.res-folding-5007539a39545165d8f8fadd1dfcb1f1.cfg", "Properties", 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 2, 4
"d:\Programming\Godot\Astra\.godot\editor\export-a45b8e76eac708523417e79a09dc0bf7-Debris.scn-folding-bd5c92bfcad9da7dfa08f5649d27e565.cfg", "Properties", 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 2, 4
"d:\Programming\Godot\Astra\.godot\editor\export-a5ba41e01e0e7bcfd690cd6e86e49c38-item.res-folding-41a968dd3337e0ab23ce52369b3e3bee.cfg", "Properties", 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 2, 4
"d:\Programming\Godot\Astra\.godot\editor\export-a5c5573606fcef89fa326b70fc16116f-bus_layout.res-folding-32a5fc10df37b58c96f5736aae34e0f7.cfg", "Properties", 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 2, 4
"d:\Programming\Godot\Astra\.godot\editor\export-a5ce70cc93dd73af40ced81654e936c3-4001.res-folding-199793d18a3cb6d4369b4b56648454fa.cfg", "Properties", 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 2, 4
"d:\Programming\Godot\Astra\.godot\editor\export-a7c86fa08b3366dae570f94212a1fe58-InteractRangeHitbox.res-folding-ae992c98cc80f05e4b3dd2bc20bc3493.cfg", "Properties", 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 2, 4
"d:\Programming\Godot\Astra\.godot\editor\export-a88a0292fb7f12bc172e4327d597014a-Thruster.scn-folding-e4ee20dfab9a4875c7a4c9234a3359fb.cfg", "Properties", 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 2, 4
"d:\Programming\Godot\Astra\.godot\editor\export-af315ef2884b8fe52820f07c725e04ce-3.res-folding-cf7bf50493680bced13e0447620dc1aa.cfg", "Properties", 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 2, 4
"d:\Programming\Godot\Astra\.godot\editor\export-ba10b6bf9b68ff95e16c5bbd546b3ea2-Credits.scn-folding-f56bfe21983bb1b316e5712b830ec618.cfg", "Properties", 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 2, 4
"d:\Programming\Godot\Astra\.godot\editor\export-c299ef7f092f58f06bb0b5717c3aeaa9-MenuTheme.res-folding-3f8744f97f82a1b431236e5dec679662.cfg", "Properties", 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 2, 4
"d:\Programming\Godot\Astra\.godot\editor\export-c66ca9adccb575bddabad42984d7fed5-Menu.scn-folding-b5d604e5bd8ec803a555b5367edf3f66.cfg", "Properties", 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 2, 4
"d:\Programming\Godot\Astra\.godot\editor\export-c9e963371d612d73a268e0ac707648d2-6.res-folding-8fe1404c58f6aa042983ac752d6ec807.cfg", "Properties", 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 2, 4
"d:\Programming\Godot\Astra\.godot\editor\export-cb4246e4cdc6dbec653fbb351cc4b51c-Helm.scn-folding-418ae0a535e3f874e68487d4b1d65c9d.cfg", "Properties", 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 2, 4
"d:\Programming\Godot\Astra\.godot\editor\export-d0510586fb9684b00f911ab2373b9ee8-Bear.res-folding-ed4b6b7369e7f830d2da15f888657201.cfg", "Properties", 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 2, 4
"d:\Programming\Godot\Astra\.godot\editor\export-d0c114624c80e5b7df7a602709525c83-Kl94.res-folding-ceb3f94887d2da98ad1429796cb1f497.cfg", "Properties", 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 2, 4
"d:\Programming\Godot\Astra\.godot\editor\export-d3793151e27d39c66b194b2aeee2dd4c-HideInShadowMaterial.res-folding-326e7d051ae212f97739f266492025c5.cfg", "Properties", 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 2, 4
"d:\Programming\Godot\Astra\.godot\editor\export-d4476558fb7d2cd95a193d75ae6a7f44-Core.scn-folding-8bf68cb27a0741ff23a953cdf784c08b.cfg", "Properties", 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 2, 4
"d:\Programming\Godot\Astra\.godot\editor\export-d6aa1543c9f6a6281d27ba0ff19154d0-Coin.res-folding-4edc0b3694b38533ec4526f3697d5cf7.cfg", "Properties", 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 2, 4
"d:\Programming\Godot\Astra\.godot\editor\export-d7591606e72cdf4869630d5beb88e8c0-thruster.res-folding-16b94562fa83e45297690519dea65d2a.cfg", "Properties", 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 2, 4
"d:\Programming\Godot\Astra\.godot\editor\export-d9195ebd65e74d57205dcc65ef871100-Chip.res-folding-2e9a982445c9d5e40c81f34538abd9ef.cfg", "Properties", 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 2, 4
"d:\Programming\Godot\Astra\.godot\editor\export-d9f68004b8a39e9e6d54f33e7bfae7b9-Door.scn-folding-4d4975c4c33fd38679e4e72fe921e424.cfg", "Properties", 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 2, 4
"d:\Programming\Godot\Astra\.godot\editor\export-da1fe775029f94f1b37d28c0994d1a8f-Editor.scn-folding-41ce0166b816e0f88153d324101ffbcb.cfg", "Properties", 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 2, 4
"d:\Programming\Godot\Astra\.godot\editor\export-e27d51d6178eda73c44ead68e2771078-Canon.scn-folding-6cb3d8a55992ffa2eb94ee0a35ee8a64.cfg", "Properties", 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 2, 4
"d:\Programming\Godot\Astra\.godot\editor\export-e3f3c13958299d5b5fecbaa27d1b1bdf-Player.scn-folding-86dc7912b9ae6db7087d4916ff0fc85b.cfg", "Properties", 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 2, 4
"d:\Programming\Godot\Astra\.godot\editor\export-e97f06245f149d9a59e7e545e060843b-1.res-folding-2d067b070159dcc7d5d6c4c4524578d5.cfg", "Properties", 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 2, 4
"d:\Programming\Godot\Astra\.godot\editor\export-ea373b87cef15c7f6e64af42a2fff653-Compass.res-folding-dc77b8052495e71162efe211914b0d7b.cfg", "Properties", 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 2, 4
"d:\Programming\Godot\Astra\.godot\editor\export-ee06c3d15d959ba8fedbb7bdfc9c2ed9-Vape.res-folding-ad516775ca032cc22f88b1b1cd2211a7.cfg", "Properties", 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 2, 4
"d:\Programming\Godot\Astra\.godot\editor\export-f1cdbaafd08d93b3fb85c630aa0c5aad-InteractRangeHitbox.res-folding-7e440a3f10fd6061be2aad01917285f9.cfg", "Properties", 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 2, 4
"d:\Programming\Godot\Astra\.godot\editor\export-f216d4757f564bc1c05d5953daf0e357-Builder.scn-folding-64d27dd4a84f6a67a450b9f066debc0e.cfg", "Properties", 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 2, 4
"d:\Programming\Godot\Astra\.godot\editor\export-ff95f9b9d10710a67b01c9763ce50416-Floor.scn-folding-dc8673bd12a5e3da229b5adfa7ff87da.cfg", "Properties", 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 2, 4
"d:\Programming\Godot\Astra\.godot\editor\floor.tres-folding-14729f899484ef63079d06a734959d30.cfg", "Properties", 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 2, 4
"d:\Programming\Godot\Astra\.godot\editor\helm.tres-folding-40c2fe33e1d294306420af4aa7cc8065.cfg", "Properties", 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 2, 4
"d:\Programming\Godot\Astra\.godot\editor\humming.wav-719be93318e0b4a5d581e84eea4453f4.sample-folding-c7adfb56fa4a2ea938fafffee138d6ea.cfg", "Properties", 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 2, 4
"d:\Programming\Godot\Astra\.godot\editor\item.tres-folding-a5ba41e01e0e7bcfd690cd6e86e49c38.cfg", "Properties", 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 2, 4
"d:\Programming\Godot\Astra\.godot\editor\jet.wav-21c956fffce79896c371b22ce81f066d.sample-folding-69252a526192bfff7cd50925a3c2bf44.cfg", "Properties", 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 2, 4
"d:\Programming\Godot\Astra\.godot\editor\npc.tres-folding-203e22fd58f6fed1013cdaaa8a3b1851.cfg", "Properties", 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 2, 4
"d:\Programming\Godot\Astra\.godot\editor\picked_up.wav-f5233eb46eb66f2c4422eefac238f6a6.sample-folding-74c004e51be6f7c32dae2f28cfa42772.cfg", "Properties", 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 2, 4
